0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4
-4,-3.9994,-3.9856,-3.9221,-3.764,-3.4753,-3.0364,-2.4453,-1.7179,-0.88692,1.1247e-05,0.88694,1.7179,2.4453,3.0364,3.4753,3.764,3.9222,3.9856,3.9994,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
